V_L,X
0.5,0.08055648442446903
0.810126582278481,0.125742170094593
1.120253164556962,0.16765747566948586
1.4303797468354431,0.20658908880334176
1.740506329113924,0.24279569418457775
2.050632911392405,0.27651086224636123
2.3607594936708862,0.3079456374686432
2.670886075949367,0.3372908561010837
2.981012658227848,0.36471922054441247
3.291139240506329,0.3903871551956581
3.60126582278481,0.4144364662888237
3.911392405063291,0.436995826145393
4.2215189873417724,0.4581821002862272
4.531645569620253,0.47810153404458794
4.841772151898734,0.4968508136546823
5.151898734177215,0.5145180152656452
5.462025316455696,0.5311834539406916
5.772151898734177,0.5469204434379655
6.082278481012658,0.5617959764255575
6.392405063291139,0.5758713337501074
6.70253164556962,0.5892026304481193
7.012658227848101,0.6018413053533778
7.322784810126582,0.6138345604046962
7.632911392405063,0.6252257550879422
7.943037974683544,0.6360547608475682
8.253164556962025,0.6463582797688582
8.563291139240507,0.6561701313563706
8.873417721518987,0.6655215108106974
9.183544303797468,0.6744412218292274
9.493670886075948,0.6829558866221199
9.80379746835443,0.6910901355376724
10.11392405063291,0.6988667784275832
10.424050632911392,0.706306959648627
10.734177215189874,0.7134302983896347
11.044303797468354,0.7202550158284674
11.354430379746836,0.7267980504602338
11.664556962025316,0.7330751627929715
11.974683544303797,0.7391010304782935
12.284810126582277,0.7448893348302301
12.594936708860759,0.7504528395840139
12.90506329113924,0.755803462656397
13.215189873417721,0.7609523415889643
13.525316455696203,0.7659098932846453
13.835443037974683,0.7706858685842378
14.145569620253164,0.7752894021733193
14.455696202531644,0.7797290582596563
14.765822784810126,0.7840128724164206
15.075949367088606,0.7881483899465602
15.386075949367088,0.7921427010880172
15.69620253164557,0.7960024733476304
16.00632911392405,0.7997339812231021
16.31645569620253,0.8033431335469484
16.626582278481013,0.8068354986635684
16.93670886075949,0.8102163276301588
17.246835443037973,0.8134905756139067
17.556962025316455,0.8166629216414802
17.867088607594937,0.8197377868421081
18.17721518987342,0.8227193513122937
18.487341772151897,0.8256115697183154
18.79746835443038,0.8284181857419463
19.10759493670886,0.8311427454651842
19.417721518987342,0.8337886097810888
19.72784810126582,0.8363589659099784
20.037974683544302,0.8388568380931625
20.348101265822784,0.8412850975299893
20.658227848101266,0.8436464716182063
20.968354430379748,0.8459435525524
21.278481012658226,0.8481788053305436
21.588607594936708,0.8503545752143885
21.89873417721519,0.8524730946855429
22.20886075949367,0.8545364899355452
22.51898734177215,0.8565467869250336
22.82911392405063,0.8585059170441934
23.139240506329113,0.8604157224040115
23.449367088607595,0.8622779607854514
23.759493670886076,0.8640943102714618
24.069620253164555,0.8658663735847271
24.379746835443036,0.8675956821522357
24.689873417721518,0.8692836999160733
25.0,0.8709318269083223
